first_name,last_name,emp_no,birth_date,hire_date
Francesca,Schicker,28404,1953-07-12,1986-01-30
Weicheng,Yavatkar,28411,1954-05-31,1985-11-14
Nadjib,Brodie,28413,1954-03-22,1987-10-04
Juichirou,Azadmanesh,28414,1953-04-04,1987-11-12
Sachio,Suermann,28418,1954-11-27,1986-03-27
Eckart,Cmelik,28422,1954-02-04,1988-07-26
Manton,Validov,28432,1953-06-17,1986-10-30
Cordelia,Tomescu,28440,1952-10-08,1986-11-13
Harjit,Henseler,28444,1953-12-03,1987-11-04
Anneke,Ghelli,28447,1953-06-03,1988-02-01
Hidekazu,Ermel,28473,1954-09-14,1985-06-25
Mabo,Arlazarov,28474,1952-08-28,1988-09-13
Zongyan,Rebaine,28476,1953-06-06,1988-05-12
Chiradeep,Simmen,28478,1953-11-15,1986-02-18
Ziva,Alblas,28487,1955-02-07,1987-03-04
Marsal,Jervis,28490,1955-08-08,1986-11-13
Nagui,Viele,28501,1955-07-29,1988-06-20
Boalin,Peng,28504,1955-03-14,1987-06-23
Subhankar,Desikan,28510,1952-10-27,1988-11-25
Shugo,Pero,28511,1955-09-17,1985-12-04
Dannz,Highland,28525,1955-02-01,1987-06-14
Sariel,Veccia,28528,1954-07-06,1985-04-01
Mabo,Griswold,28529,1954-11-04,1985-06-09
Ferdinand,Guardalben,28542,1953-10-26,1986-09-08
Gonzalo,Sevcikova,28552,1953-02-13,1987-03-03
Kankanahalli,Wendorf,28555,1954-10-12,1986-10-04
Candido,Chelton,28563,1953-03-23,1985-02-10
Rosalie,Bain,28565,1952-11-18,1988-09-28
Naraig,Rehfuss,28579,1955-03-21,1987-06-11
Perla,Porotnikoff,28596,1952-07-10,1987-04-07
Youpyo,Szilard,28599,1955-09-26,1987-02-28
Mingzeng,Whitcomb,28600,1953-03-29,1985-06-08
Rafols,Kirkerud,28604,1955-10-02,1985-03-23
Giao,Stemann,28613,1952-10-24,1987-08-17
Pragnesh,Majewski,28619,1952-04-05,1987-12-04
Serge,Plumb,28627,1954-06-13,1988-12-29
Zhonghui,Zyda,28628,1954-06-05,1988-02-17
Dmitry,Marletta,28631,1953-08-02,1988-12-30
Arne,Boreale,28632,1955-02-07,1988-05-25
Pranay,Flanders,28653,1954-02-22,1987-03-05
Tetsushi,Schapiro,28659,1952-06-04,1986-05-01
Carrsten,Zultner,28673,1955-12-03,1985-06-27
Falguni,Bamford,28676,1953-04-20,1987-02-23
Terresa,Gunderson,28677,1954-03-28,1988-03-20
Shushma,Genther,28684,1955-06-14,1987-11-06
Ulf,Ghazalie,28687,1954-01-25,1987-05-01
Jessie,Lores,28689,1952-07-22,1985-06-20
Tremaine,Remmele,28703,1955-05-05,1985-05-13
Arco,Poehlman,28714,1953-05-04,1985-02-02
Bikash,Fordan,28715,1954-03-06,1987-10-20
Kristian,Hertweck,28716,1953-06-28,1988-07-20
Marie,Veldwijk,28726,1955-11-29,1988-10-28
Arvind,Heydon,28734,1955-08-30,1987-10-09
Elliott,Wixon,28739,1954-04-13,1988-01-15
Steve,Maquelin,28746,1953-05-16,1986-01-03
Guangming,Speckmann,28750,1954-02-15,1986-05-14
Dmitri,Lorcy,28751,1954-04-02,1985-10-30
Leaf,Lichtner,28753,1954-01-07,1986-03-27
Xiahua,Cmelik,28755,1953-08-14,1987-11-29
Branimir,Poupard,28757,1953-05-13,1985-06-26
Abdelghani,Farris,28770,1954-03-30,1988-05-28
Tomokazu,Polupanov,28773,1952-08-20,1986-03-19
Fayez,Bottner,28779,1953-01-09,1985-02-20
Masoud,Bierman,28780,1955-04-09,1986-09-13
Marl,Yemenis,28782,1953-06-16,1987-08-01
Kyoichi,Peron,28794,1954-05-20,1987-03-15
Shridhar,Heijenga,28797,1954-11-12,1985-11-25
Cristinel,Vrecion,28811,1954-12-17,1986-03-15
Hongzhu,Panienski,28818,1952-07-18,1988-01-15
Hugh,Heydon,28827,1953-02-23,1987-06-23
Steve,Kavraki,28838,1953-12-07,1985-06-17
Shan,Heering,28855,1954-05-31,1988-07-24
Shahar,Awdeh,28867,1954-07-05,1986-02-15
Toshimo,Attimonelli,28873,1953-01-21,1986-01-09
Masaki,Rosin,28881,1953-01-23,1986-10-26
Lijie,Puoti,28890,1953-04-30,1987-05-20
Susanna,Krohn,28891,1955-10-18,1986-12-13
Xiadong,Willoner,28922,1952-09-30,1988-08-06
Alain,Bernick,28933,1954-04-09,1986-01-24
Kristian,Denis,28956,1954-01-13,1986-05-10
Angel,Wossner,28958,1955-12-28,1988-01-12
Wuxu,Gini,28962,1954-11-17,1985-10-27
Shakhar,Zirintsis,28966,1954-01-03,1987-03-30
Shalesh,Gerteisen,28968,1952-04-10,1986-09-02
Ute,Sinitsyn,28969,1955-08-23,1986-01-09
Jianhao,Radivojevic,28972,1955-10-12,1985-04-19
Kazuhiko,Aingworth,28976,1954-09-03,1986-12-26
Dipayan,Bernardinello,28981,1954-07-13,1985-05-18
Mohammed,Luca,28983,1954-12-24,1985-06-29
Domenick,Rijckaert,28993,1953-08-29,1988-07-21
Persi,Ramsay,28997,1954-07-20,1985-04-16
Mats,Pews,29017,1955-03-18,1987-06-03
Gill,Vrecion,29020,1954-12-18,1985-06-01
Qunsheng,Itzigehl,29024,1952-04-16,1988-05-21
Parto,Byoun,29026,1953-03-18,1985-06-12
Nikolaus,Heiserman,29030,1955-12-09,1988-02-20
Mizuhito,Rassart,29032,1954-07-24,1986-10-22
Yefim,Frijda,29035,1954-09-20,1986-05-06
Doowon,Azulay,29052,1954-12-13,1988-11-09
Arumugam,Legleitner,29059,1954-05-05,1986-06-29
Mary,Seuren,29063,1954-09-01,1987-06-15
Jaideep,Hennings,29071,1954-05-04,1985-09-02
Candida,Tagansky,29077,1953-08-24,1987-01-15
Panayotis,Shumilov,29080,1954-02-01,1986-05-21
Jouni,Salverda,29101,1952-03-25,1985-04-21
Snehasis,Marsiglia,29105,1953-02-25,1985-08-10
Parto,Bergere,29120,1954-06-02,1987-07-15
Visit,Suessmith,29126,1954-07-04,1988-03-30
Rafael,Peck,29133,1954-01-10,1988-08-09
Youngkon,Cyne,29156,1954-12-22,1986-11-16
Hairong,Foong,29178,1955-10-20,1988-12-11
Arumugam,Aamodt,29182,1952-11-17,1986-01-09
Mahendra,Sudbeck,29190,1953-12-20,1986-05-21
Ayakannu,Krogh,29191,1952-02-18,1986-08-02
Sarita,Peris,29194,1952-05-02,1986-06-02
Chaoyi,Mondadori,29199,1953-07-07,1987-06-30
Rajmohan,Roohalamini,29202,1953-04-26,1985-12-29
Radoslaw,Schusler,29208,1953-03-29,1986-11-16
Stepehn,Schach,29214,1955-04-27,1988-12-16
Remzi,Trachtenberg,29222,1953-07-08,1987-06-23
Leszek,Guerreiro,29228,1953-11-11,1987-06-23
Gennadi,Beznosov,29237,1955-08-20,1986-06-25
Sibyl,Koyama,29243,1953-09-05,1987-04-13
Radoslaw,Besancenot,29250,1952-08-11,1986-06-26
Mountaz,Schiettecatte,29256,1953-01-20,1987-12-04
Paraskevi,Kopetz,29261,1955-05-26,1986-07-28
Aloys,Hofman,29284,1954-06-17,1986-12-06
Navin,Conia,29317,1955-08-10,1988-06-23
Takushi,Sooriamurthi,29329,1952-06-20,1986-11-13
Moti,Muniz,29342,1953-04-21,1985-04-20
Gaetan,Gadepally,29353,1952-04-10,1985-07-31
LiMin,McDermid,29361,1953-07-25,1985-06-05
Domenico,Ohori,29366,1952-09-22,1986-06-19
Parke,Chinin,29372,1955-05-15,1986-06-08
Filipp,Bale,29373,1953-03-08,1987-09-09
Magy,Keustermans,29384,1955-07-13,1985-08-25
Roddy,Saoudi,29387,1954-10-20,1988-05-04
Takushi,Swist,29389,1952-09-02,1988-10-15
Mang,Crooks,29390,1953-07-26,1987-08-19
Reuven,Strandh,29407,1954-07-06,1988-08-05
Kendra,Scharstein,29419,1954-08-25,1985-04-26
Martien,Picht,29420,1954-03-07,1988-12-17
Mingdong,Muntz,29425,1955-10-28,1985-07-07
Godehard,Schnelling,29436,1953-04-04,1988-08-07
Horward,Piazza,29442,1954-04-07,1987-10-27
Nidapan,Rodham,29445,1952-07-12,1987-01-01
Chirstian,Rando,29457,1953-07-05,1987-04-05
Kshitij,Ramsay,29465,1954-03-26,1985-02-11
Ramya,Bojadziev,29468,1953-02-01,1987-12-03
Rafael,Cmelik,29469,1954-10-30,1987-11-15
Ortrun,Shobatake,29485,1954-03-19,1988-09-09
Jouni,Gerteisen,29486,1952-12-14,1985-06-03
Shahid,Erdi,29487,1953-06-24,1988-05-09
Niclas,Eastman,29488,1952-11-28,1988-06-24
Mizuhito,Morrey,29495,1952-09-29,1985-07-16
Adel,Panwar,29507,1953-12-05,1988-10-05
Sadegh,Taubman,29511,1952-12-27,1988-05-27
Genki,Cusworth,29513,1952-02-24,1985-07-08
Kish,Karcich,29515,1952-09-15,1986-11-22
Lucien,Maquelin,29518,1953-09-09,1986-02-19
Theirry,Bahr,29519,1954-12-22,1985-12-24
Shunichi,Ozery,29520,1955-02-24,1987-12-20
Murthy,Engberts,29524,1953-06-08,1985-07-24
Adamantios,Oaver,29527,1955-05-30,1986-11-06
Chaosheng,Heering,29539,1954-07-18,1985-08-22
Shin,Edelhoff,29559,1953-01-10,1986-08-26
Reinhard,Binding,29565,1954-08-28,1986-05-01
Kwangsub,Linnainmaa,29573,1955-12-07,1985-10-14
Rafail,Peyn,29580,1955-05-24,1986-05-28
Subhada,Waymire,29583,1952-06-27,1987-07-10
Yolla,Ermel,29594,1953-10-08,1988-08-31
Geoff,Lueh,29596,1953-06-09,1985-08-01
Yoshinari,Codenie,29597,1952-11-27,1985-04-25
Kristina,Khamsi,29603,1955-06-21,1987-08-22
Heekeun,Stille,29623,1954-04-22,1985-12-24
Divier,Knightly,29651,1953-11-25,1987-09-07
Khatoun,Chleq,29652,1953-04-11,1985-11-21
Adel,Pokrovskii,29659,1955-04-07,1985-06-06
Maya,Asser,29683,1955-12-27,1986-11-15
Eran,Fioravanti,29690,1955-12-14,1987-11-09
Dinah,Valette,29715,1953-03-19,1985-04-28
Sumant,Takkinen,29719,1954-07-18,1985-06-18
Aron,Flanders,29722,1955-10-10,1985-04-19
Alassane,Bernatsky,29729,1953-04-14,1988-11-05
Danil,Comyn,29739,1953-07-10,1987-12-20
Arif,Thimonier,29759,1954-07-14,1985-02-13
Jinya,Paludetto,29760,1955-09-05,1985-09-11
Nishit,Ranta,29765,1954-11-28,1988-03-31
Dharmaraja,Muntz,29777,1954-10-19,1985-12-11
Radhia,Kaminger,29788,1955-02-11,1988-09-09
Kristine,Sessa,29795,1955-07-10,1988-12-29
Selwyn,Krzyzanowski,29797,1952-08-30,1988-10-18
Herb,Paciorek,29802,1952-07-27,1988-01-16
Arne,Madeira,29810,1952-07-06,1986-11-25
Erzsebet,Kohling,29811,1952-06-03,1987-12-17
Yefim,Gimarc,29812,1955-05-05,1988-06-23
Kiyomitsu,Munck,29816,1953-10-07,1986-09-16
Florian,Sadowski,29817,1954-10-18,1986-02-20
Prodip,Sifakis,29822,1952-05-13,1988-02-12
Jeong,Kenevan,29825,1955-10-13,1986-03-21
Pranjal,Pepe,29829,1952-10-07,1985-03-28
Neelam,Kulisch,29855,1954-03-28,1986-12-08
Yuichiro,Pardalos,29856,1952-03-01,1988-09-23
Xiaobin,Pocchiola,29871,1953-01-16,1986-03-19
Mingsen,Kitai,29877,1952-08-10,1986-02-15
Maja,Encarnacion,29895,1953-04-19,1986-06-02
Kasturi,Asser,29902,1952-08-31,1987-12-05
JoAnne,Maquelin,29915,1953-08-26,1987-03-12
Sahrah,Roohalamini,29917,1953-01-28,1985-02-07
Goa,Kugler,29919,1954-01-26,1987-09-28
Shooichi,McClure,29946,1955-08-10,1985-08-15
Elzbieta,Kruskal,29948,1955-04-12,1986-07-14
Laurentiu,Vasanthakumar,29950,1953-12-31,1987-07-19
Jianhao,Kusakari,29952,1953-10-07,1986-07-21
Dannz,Bondorf,29955,1955-12-21,1985-06-02
Lena,McAffer,29969,1954-09-18,1987-05-14
Lucian,Christ,29983,1955-05-13,1986-08-23
Marin,Roisin,29985,1953-05-03,1988-05-28
Sachem,Brandsma,29987,1953-05-02,1985-04-08
Aral,Rosenbaum,29991,1952-03-07,1988-07-11
Gennady,Pfau,29996,1954-12-13,1986-08-14
Matt,Avouris,30000,1953-01-07,1985-10-21
Izaskun,Morton,30001,1953-03-27,1988-05-21
Ramachenga,Nourani,30005,1955-10-24,1988-04-18
Tsutomu,Kalafatis,30008,1953-04-09,1986-09-18
Masadi,Brobst,30020,1955-04-17,1986-03-22
Ronghao,Antonisse,30039,1952-05-16,1985-06-21
Atilio,Magliocco,30057,1954-11-28,1987-07-09
Phuoc,Ertl,30062,1953-12-16,1987-06-18
Bojan,Zedlitz,30075,1953-07-13,1987-03-07
Greger,Thummel,30078,1953-11-28,1987-11-16
Wanqing,Burnard,30083,1955-07-25,1988-02-04
Jiafu,Cronin,30084,1954-06-03,1986-06-18
Kristof,Pusterhofer,30092,1953-06-10,1988-12-04
Berni,Olano,30101,1952-08-25,1986-12-23
Murthy,Gini,30103,1952-04-03,1985-04-18
Zeljko,Yamaashi,30106,1952-11-24,1988-04-07
Sungwon,Reinhard,30107,1952-12-14,1988-02-03
Shai,Gelosh,30110,1952-11-13,1986-03-30
Rosita,Baba,30123,1953-05-22,1987-07-17
Unal,Baranowski,30136,1952-02-23,1986-10-08
Indrajit,Huttel,30143,1954-06-02,1985-05-23
Lakshmi,Linnainmaa,30148,1952-04-19,1986-04-24
Leon,Bugaenko,30149,1954-02-23,1986-03-28
Muzhong,Gimarc,30161,1952-07-13,1985-05-13
Sorina,Tiemann,30167,1955-04-26,1985-07-25
Shirish,Krzyzanowski,30179,1955-04-06,1986-01-31
Krisda,Koblick,30189,1954-04-30,1986-12-24
Toong,Mandelberg,30206,1952-12-18,1988-04-07
Yannis,Aloisi,30209,1953-05-26,1986-11-07
Srinidhi,Restivo,30213,1953-06-16,1986-07-17
Shiv,Reghbati,30226,1955-08-20,1988-12-01
Kensyu,Thiran,30241,1955-08-16,1988-09-28
Dharmaraja,Valtorta,30269,1953-06-08,1988-12-02
Hironoby,Chiola,30274,1952-02-06,1986-03-07
Miquel,Malabarba,30275,1955-04-07,1988-06-23
Kazuhiko,Matheson,30276,1953-04-19,1985-02-21
Zeydy,Juneja,30283,1952-04-19,1987-07-25
Parke,Cyre,30285,1953-01-14,1987-03-29
Kiyomitsu,Vuskovic,30289,1954-04-12,1987-09-10
Amstein,Sankaranarayanan,30302,1954-02-10,1985-02-07
Jayesh,Azevdeo,30309,1952-05-20,1988-05-18
Mototsugu,Senzako,30310,1954-02-18,1986-04-24
Srinidhi,Candan,30313,1952-12-11,1988-03-07
Caolyn,Nitsch,30330,1953-07-28,1987-06-10
Lene,Vuskovic,30331,1954-03-12,1986-08-10
Yongqiao,Atchley,30334,1954-01-30,1986-06-23
Djenana,Blokdijk,30351,1952-10-27,1985-07-15
Miquel,Byoun,30364,1952-03-11,1988-06-26
Xiadong,Maccarone,30372,1955-10-19,1988-02-02
Jayesh,Vasanthakumar,30373,1954-08-15,1986-06-15
Xiaocheng,Reinhart,30374,1955-11-04,1988-01-19
Jianhao,Templeman,30380,1952-04-27,1987-10-20
Vishv,Hmelo,30396,1953-07-13,1988-05-26
Toshiki,Coors,30407,1953-02-26,1987-03-12
Masasuke,Crelier,30408,1954-03-29,1987-10-31
Feiyu,Menyhert,30410,1954-02-04,1986-11-07
Adit,Perl,30418,1952-03-05,1987-09-01
Peer,Kulisch,30419,1953-07-03,1988-08-11
Hsiangchu,Jenevein,30424,1954-01-31,1987-04-28
Rimli,Akazan,30425,1954-09-30,1988-10-28
Shay,Sury,30434,1954-02-10,1988-06-28
Pradeep,Plessier,30454,1953-12-24,1985-06-04
Sumant,Giaccio,30466,1952-08-08,1988-03-31
Siamak,Jayawardene,30470,1952-04-15,1987-09-12
Shigenori,Kampfer,30479,1955-08-06,1987-01-10
Youjian,Pettis,30497,1952-10-19,1985-07-08
Keiichiro,Comellas,30509,1952-12-08,1988-04-29
Eric,Limongiello,30513,1952-12-05,1987-07-08
Houman,Ishibashi,30516,1953-08-05,1986-12-29
Snehasis,Matzen,30525,1952-09-03,1986-10-18
Ewing,Hiroyama,30528,1955-06-22,1988-07-10
LiMin,McFarlan,30530,1955-12-01,1985-09-20
Bluma,Gini,30537,1952-10-27,1986-10-19
Janalee,Oehlmann,30546,1954-01-13,1988-12-23
Quingbo,Hofstetter,30550,1952-11-07,1985-09-16
Goncalo,Manders,30557,1954-08-03,1988-07-16
Haldon,Gajiwala,30569,1954-04-22,1987-10-17
Ziva,Bonifati,30571,1952-03-26,1988-04-07
Marie,Rijckaert,30573,1954-01-26,1986-01-16
JoAnna,Rosaz,30577,1953-07-29,1988-11-03
Chandrasekaran,Tokunaga,30588,1954-12-20,1987-06-30
Chirstian,Reistad,30589,1955-07-22,1987-10-27
Divier,Bierman,30599,1953-05-18,1987-07-11
Gilbert,Cyne,30601,1953-09-28,1988-03-20
Chuanyi,Shrader,30606,1953-01-13,1987-04-15
Naftali,Perko,30622,1952-12-08,1987-01-12
Gou,Rosiles,30624,1955-03-20,1988-03-02
Arra,Ranta,30633,1953-10-16,1987-01-05
Patricio,Farrel,30634,1952-02-10,1987-12-06
Marlo,Hegner,30644,1954-04-21,1988-02-11
Macha,Chartres,30648,1953-10-29,1986-02-24
Xuedong,Anandan,30655,1954-03-25,1987-02-05
Gritta,Ranst,30656,1953-07-18,1986-04-29
Gurbir,Sigstam,30663,1955-03-28,1988-03-15
Guadalupe,Clemencon,30666,1955-05-01,1985-11-03
Lillian,Zizka,30670,1952-12-09,1987-12-09
Berry,Ozeki,30673,1954-12-23,1987-12-31
Shushma,Gargeya,30679,1954-04-21,1987-04-19
Jeong,Potthoff,30689,1953-12-14,1985-06-14
Vincent,Shumilov,30702,1953-08-02,1987-03-04
Satoru,Teitelbaum,30705,1955-11-14,1988-02-10
Toshimitsu,Sury,30727,1952-05-29,1986-08-25
Willard,Pelc,30730,1953-07-05,1986-02-12
Khatoun,Fadgyas,30744,1952-02-07,1988-04-15
Basil,Turnbull,30745,1955-12-01,1985-06-17
Katsuyuki,Uchoa,30748,1954-06-26,1988-07-30
Hisao,Iisaka,30761,1954-04-05,1985-03-31
Berry,Frolund,30769,1952-03-14,1987-02-21
Badri,Kandlur,30772,1955-02-03,1985-07-14
Xiong,Ariola,30791,1952-08-10,1986-09-13
Nevin,Fandrianto,30800,1953-11-23,1985-11-03
Keung,Bernini,30802,1953-10-29,1988-07-27
Sachio,Asrin,30819,1953-01-16,1988-11-23
Subbu,Bellone,30824,1953-09-19,1986-06-21
Duke,Baumann,30828,1955-08-25,1985-12-06
Arno,Kermarrec,30831,1953-07-24,1986-11-17
Chaoyi,Cichocki,30833,1955-03-03,1986-04-14
Van,Erdi,30834,1952-09-08,1988-10-25
Sachem,Mitsuhashi,30836,1955-09-08,1986-11-27
Nidapan,Montresor,30846,1952-12-29,1987-10-22
Ortrun,Castellani,30851,1954-12-13,1987-05-12
Chaosheng,Lampe,30856,1953-03-02,1985-05-17
Kiam,Ulupinar,30882,1954-04-11,1985-09-02
Dannz,Keirsey,30899,1955-04-19,1988-12-08
Chandrasekaran,Ellozy,30923,1953-02-02,1985-03-10
Rosalyn,Attimonelli,30936,1955-09-01,1988-07-24
Xinan,Lunt,30948,1954-11-17,1985-07-03
Alagu,Matzen,30951,1953-03-21,1987-08-26
Mototsugu,Mukaidono,30953,1954-09-12,1987-09-04
Ingemar,Karlin,30968,1954-08-19,1985-09-03
Nidapan,Petersohn,30983,1954-12-16,1985-02-24
Pranay,Alpin,30994,1953-02-25,1985-10-03
Zhongwei,Ebeling,30998,1952-09-03,1987-07-16
Yuuichi,Lorys,30999,1954-01-13,1985-08-10
Ulises,Gustavson,31005,1952-09-10,1985-10-12
Arve,Junot,31019,1952-07-23,1988-10-01
Xiadong,Ciolek,31024,1953-08-27,1987-04-13
Suebskul,Rijsenbrij,31025,1953-04-23,1986-05-26
Vivian,Orlowski,31036,1955-10-19,1987-02-27
Abdulah,Frezza,31058,1953-09-22,1988-02-15
Sadun,Papsdorf,31066,1955-02-18,1986-03-12
Tru,Solares,31070,1953-02-18,1985-07-01
Venkatesan,Merks,31085,1953-10-08,1987-09-06
Kshitij,Cannane,31089,1952-11-28,1985-06-13
King,Gihr,31104,1955-03-20,1986-04-16
Oscal,Kulisch,31106,1952-11-15,1985-03-25
Yishay,Menhardt,31119,1955-08-28,1985-08-24
Remko,Ghemri,31122,1952-05-30,1988-01-14
Mizuhito,Puppo,31127,1955-08-08,1987-12-20
Serif,Frolund,31128,1952-04-30,1988-01-08
Conal,Zolotykh,31131,1953-10-13,1987-05-27
Barna,Ghalwash,31132,1954-01-16,1985-07-05
Shaibal,Asmuth,31146,1955-11-13,1988-11-14
Constantijn,Reinhard,31167,1955-06-09,1986-11-01
Sashi,Przulj,31171,1954-03-22,1985-12-05
Fumitaka,Rohrbach,31172,1953-12-24,1988-02-25
Shounak,Erdmenger,31189,1952-04-29,1988-03-24
Ranan,Stranks,31193,1955-11-26,1988-02-17
Barry,Emmart,31196,1952-05-10,1988-10-03
Koldo,Lamparter,31213,1954-01-19,1986-03-14
Radoslaw,Lund,31220,1954-10-31,1987-07-02
Uta,Apsitis,31224,1953-06-18,1986-07-27
Gennady,Vakili,31226,1954-03-12,1987-03-10
Aluzio,McConalogue,31227,1952-11-09,1987-01-26
Dzung,Klyachko,31230,1952-09-15,1988-01-19
Masasuke,Rohrbach,31244,1955-01-22,1985-06-09
Troy,Pepe,31253,1953-02-09,1985-08-19
Nectarios,Cherinka,31257,1953-11-11,1987-02-23
Yurij,Pena,31263,1953-10-07,1988-02-22
Nitsan,Pocchiola,31268,1953-08-30,1986-10-15
Marsha,Magliocco,31286,1952-07-23,1986-06-03
Masoud,Coullard,31290,1954-08-31,1988-04-20
Elgin,Terlouw,31292,1952-11-29,1986-07-18
Nadjib,Luiz,31305,1955-11-27,1986-05-30
Lorien,Bednarek,31318,1955-03-12,1986-11-27
Tesuya,Conta,31326,1954-11-25,1986-03-22
Kerhong,Jenevein,31333,1955-06-09,1988-04-12
Gennady,Marrakchi,31340,1953-06-01,1986-05-06
Heon,Denos,31343,1955-09-17,1988-09-22
Saddek,Gerteisen,31344,1952-07-14,1986-01-24
Ravishankar,Randi,31348,1953-02-14,1987-12-23
Bikash,Straney,31362,1954-12-29,1987-04-15
Hidde,Merli,31363,1955-04-22,1986-12-27
Paloma,Antonakopoulos,31367,1953-10-04,1987-02-18
Feixiong,Hartvigsen,31371,1952-11-24,1986-05-20
Padma,Zaccaria,31372,1953-12-20,1988-11-18
Nevin,Wuwongse,31373,1952-08-28,1987-08-21
Sastry,Coullard,31380,1955-03-15,1986-03-04
Barry,Daescu,31385,1954-04-01,1987-02-19
Matk,Cooke,31386,1954-10-12,1987-04-02
Ranan,Gunderson,31389,1955-03-06,1986-11-21
Fei,Liedekerke,31390,1952-04-28,1986-07-28
Martial,Lieberherr,31394,1952-12-22,1988-06-23
Jayesh,Wursthorn,31395,1954-03-21,1988-10-23
Hideo,Grospietsch,31398,1954-01-25,1987-10-20
Hein,Sigstam,31401,1954-02-17,1988-11-06
Stabislas,Cools,31402,1952-06-15,1986-12-19
Gererd,Narlikar,31404,1953-10-10,1985-05-26
Chaosheng,Vernadat,31407,1955-11-11,1985-12-27
Mountaz,Iwayama,31410,1952-11-23,1988-09-25
Otilia,Ranta,31423,1954-12-04,1985-11-14
Mohammad,Anger,31425,1952-06-12,1987-05-06
Guozhong,Polajnar,31426,1955-04-13,1987-03-30
Matk,Bernini,31429,1953-09-03,1985-02-22
Sedat,Conia,31435,1955-12-21,1986-04-12
Aris,Hinsberger,31444,1953-06-08,1986-01-08
Tamiya,Rajcani,31456,1955-01-12,1988-05-13
Zhiwei,Gargeya,31493,1954-01-14,1986-03-08
Akhilish,Coombs,31495,1953-12-01,1986-02-16
Martial,Penn,31501,1953-02-02,1985-04-20
Sanjit,Gadepally,31508,1954-07-02,1987-01-08
Trygve,Albarhamtoshy,31533,1954-06-11,1988-12-21
Mohd,Schahn,31537,1952-08-24,1988-08-01
Srinidhi,Siksek,31543,1955-01-26,1986-09-14
Isamu,Silva,31546,1952-04-04,1987-01-19
Subhada,Kalloufi,31547,1953-12-19,1987-06-17
Denny,Kalafatis,31557,1955-08-11,1986-01-20
Shuzo,Hmelo,31558,1954-02-14,1988-05-16
Pradeep,Kushner,31563,1954-07-29,1987-04-16
Jagoda,Reutenauer,31571,1954-07-22,1985-07-25
Heather,Henseler,31587,1953-07-26,1986-12-24
Kamakshi,Merey,31593,1952-03-02,1986-05-01
Abdelkader,Birta,31594,1955-07-07,1987-09-13
Stevo,Barbanera,31595,1955-02-08,1987-04-06
Fabrizio,Businaro,31630,1955-12-25,1985-07-27
Tuval,Kavvadias,31631,1952-09-27,1987-06-06
Mohua,Rubsam,31634,1954-06-07,1988-04-04
Aram,Syrzycki,31641,1955-12-11,1986-07-07
Naftali,Penz,31647,1954-11-18,1987-09-28
Neven,Savasere,31650,1952-06-16,1986-06-05
Byong,Aloia,31658,1955-08-10,1988-05-01
Mohan,Vickson,31664,1954-09-01,1985-11-03
Hairong,Spataro,31667,1953-08-13,1985-07-23
Mingdong,Trystram,31671,1952-12-12,1987-06-03
Jixiang,Bernini,31674,1955-05-25,1988-10-19
Malu,Msuda,31697,1954-03-26,1986-04-08
Weiyi,Ranft,31700,1954-08-12,1986-12-12
Florian,Isard,31702,1955-05-25,1986-05-06
Alagu,Randt,31704,1955-07-16,1987-09-01
Jinpo,Boissier,31709,1952-07-02,1985-08-17
JoAnne,Caine,31719,1952-10-04,1986-10-15
Kensei,Honiden,31736,1955-08-13,1988-10-04
Edwin,Unno,31738,1952-05-04,1988-01-22
Goo,Domenig,31740,1955-03-18,1987-03-11
Valeri,Kenevan,31741,1952-04-28,1987-03-24
Sergi,Rodham,31745,1954-04-21,1986-11-02
Fabrizio,DuBourdieux,31750,1954-11-16,1988-07-14
Tetsurou,Fadgyas,31763,1955-11-22,1986-06-21
Ipke,Tasistro,31765,1955-02-24,1985-10-01
Weiyi,Couchot,31770,1953-07-13,1986-02-16
Pragnesh,Kumaresan,31777,1954-04-01,1988-12-13
Ugo,Thambidurai,31783,1955-04-05,1985-05-31
Saddek,Debuse,31791,1955-01-01,1988-10-28
Tsuneo,Gunderson,31794,1954-11-16,1985-12-16
Leen,Vakili,31796,1953-11-18,1985-10-09
Murthy,Huhdanpaa,31802,1952-12-27,1986-12-07
Jasminko,Gill,31810,1952-11-21,1988-02-07
Zine,Raney,31811,1953-11-16,1986-05-10
Remko,Pezzoli,31824,1953-06-25,1987-01-16
Chaitali,Sabnani,31849,1952-04-14,1985-10-26
Geoffrey,Benantar,31858,1953-12-25,1985-05-10
Zhenbing,Bahl,31864,1955-11-05,1985-07-30
Ramzi,Schade,31865,1954-05-25,1986-07-14
Dhritiman,Jervis,31868,1953-09-12,1987-08-07
Sanjay,Georgakopoulos,31872,1953-05-14,1985-03-26
Masoud,Ossenbruggen,31877,1955-01-25,1988-01-26
Dekang,Shiratori,31890,1952-09-23,1985-09-22
Odoardo,Fujisaki,31900,1955-05-24,1986-08-30
Koldo,Vingron,31910,1955-10-19,1988-09-08
Kazuhide,Speckmann,31915,1955-06-25,1988-10-03
Chanjung,Penn,31929,1954-12-15,1988-02-23
Alenka,Leppanen,31931,1952-06-07,1985-09-02
Sajjan,Bernardinello,31932,1955-01-10,1988-12-12
Arun,Huhdanpaa,31933,1953-01-29,1985-06-13
Kousuke,Brookner,31940,1952-05-15,1986-01-19
Giap,Christianini,31952,1955-09-16,1988-10-16
Ziyad,Gecsei,31956,1953-02-04,1986-03-09
